id,class
623,0
624,1
625,2
626,0
627,6
628,0
629,7
630,0
631,1
632,2
633,9
634,6
635,6
636,3
637,9
638,6
639,5
640,8
641,3
642,7
643,6
644,5
645,9
646,3
647,2
648,1
649,0
650,3
651,9
652,0
653,1
654,0
655,9
656,2
657,9
658,2
659,2
660,0
661,7
662,3
663,0
664,6
665,2
666,6
667,2
668,7
669,0
670,9
671,3
672,5
673,6
674,9
675,0
676,7
677,9
678,7
679,3
680,9
681,3
682,7
683,7
684,3
685,2
686,1
687,9
688,3
689,8
690,4
691,0
692,2
693,9
694,5
695,9
696,1
697,2
698,5
699,0
700,3
701,9
702,7
703,1
704,4
705,9
706,6
707,6
708,3
709,2
710,0
711,5
712,3
713,3
714,7
715,7
716,1
717,9
718,4
719,1
720,7
721,3
722,0
723,4
724,3
725,3
726,7
727,9
728,9
729,4
730,0
731,7
732,3
733,8
734,4
735,7
736,9
737,4
738,2
739,3
740,9
741,4
742,6
743,3
744,2
745,7
746,6
747,9
748,4
749,6
750,2
751,9
752,7
753,4
754,3
755,8
756,3
757,1
758,7
759,3
760,3
761,0
762,1
763,9
764,6
765,0
766,9
767,3
768,8
769,3
770,3
771,9
772,6
773,8
774,5
775,9
776,8
777,4
778,1
779,2
780,2
781,7
782,7
783,4
784,5
785,4
786,4
787,0
788,2
789,2
790,6
791,9
792,1
793,9
794,7
795,9
796,5
797,7
798,0
799,9
800,1
801,9
802,0
803,6
804,6
805,9
806,9
807,9
808,3
809,9
810,2
811,7
812,1
813,9
814,2
815,6
816,4
817,3
818,7
819,4
820,8
821,3
822,5
823,3
824,3
825,1
826,1
827,1
828,1
829,0
830,9
831,2
832,3
833,8
834,3
835,7
836,9
837,6
838,6
839,7
840,0
841,6
842,8
843,9
844,3
845,3
846,9
847,9
848,2
849,9
850,9
851,1
852,9
853,6
854,2
855,7
856,0
857,9
858,7
859,3
860,3
861,2
862,6
863,1
864,0
865,9
866,2
867,3
868,6
869,0
870,9
871,2
872,5
873,8
874,7
875,4
876,0
877,3
878,0
879,7
880,3
881,3
882,3
883,9
884,6
885,3
886,7
887,3
888,1
889,7
890,9
891,6
892,9
893,1
894,9
895,1
896,1
897,2
898,1
899,9
900,9
901,3
902,3
903,6
904,9
905,2
906,5
907,9
908,3
909,2
910,5
911,3
912,9
913,7
914,6
915,5
916,8
917,4
918,1
919,7
920,7
921,7
922,7
923,1
924,3
925,3
926,3
927,1
928,7
929,2
930,3
931,6
932,2
933,1
934,3
935,6
936,3
937,6
938,2
939,3
940,9
941,1
942,9
943,0
944,6
945,4
946,6
947,2
948,7
949,9
950,7
951,3
952,1
953,7
954,5
955,7
956,9
957,3
958,1
959,0
960,3
961,6
962,7
963,6
964,9
965,7
966,9
967,6
968,9
969,1
970,4
971,5
972,6
973,4
974,9
975,9
976,2
977,2
978,1
979,8
980,3
981,9
982,2
983,8
984,3
985,7
986,1
987,2
988,7
989,3
990,2
991,2
992,1
993,5
994,7
995,4
996,0
997,4
998,7
999,3
1000,8
1001,1
1002,4
1003,7
1004,6
1005,5
1006,1
1007,7
1008,2
1009,7
1010,6
1011,0
1012,0
1013,6
1014,0
1015,7
1016,0
1017,9
1018,8
1019,3
1020,7
1021,0
1022,7
1023,6
1024,4
1025,3
1026,8
1027,0
1028,2
1029,8
1030,5
1031,4
1032,9
1033,7
1034,0
1035,9
1036,0
1037,5
1038,7
1039,6
1040,1
1041,3
1042,6
1043,9
1044,7
1045,3
1046,8
1047,0
1048,9
1049,4
1050,1
1051,0
1052,2
1053,7
1054,6
1055,8
1056,1
1057,9
1058,9
1059,7
1060,9
1061,0
1062,9
1063,7
1064,1
1065,7
1066,7
1067,3
1068,6
1069,0
1070,9
1071,2
1072,5
1073,7
1074,2
1075,0
1076,7
1077,7
1078,4
1079,6
1080,2
1081,4
1082,8
1083,9
1084,9
1085,5
1086,0
1087,2
1088,8
1089,7
1090,7
1091,5
1092,7
1093,3
1094,8
1095,0
1096,3
1097,2
1098,0
1099,9
1100,9
1101,7
1102,3
1103,3
1104,6
1105,7
1106,2
1107,5
1108,1
1109,6
1110,9
1111,3
1112,3
1113,7
1114,7
1115,2
1116,7
1117,1
1118,8
1119,0
1120,7
1121,7
1122,9
1123,6
1124,2
1125,3
1126,6
1127,2
1128,3
1129,2
1130,4
1131,7
1132,0
1133,8
1134,9
1135,9
1136,7
1137,4
1138,8
1139,0
1140,6
1141,5
1142,0
1143,5
1144,0
1145,6
1146,3
1147,7
1148,6
1149,5
1150,8
1151,7
1152,0
1153,7
1154,9
1155,0
1156,9
1157,6
1158,1
1159,7
1160,2
1161,0
1162,7
1163,7
1164,7
1165,2
1166,9
1167,6
1168,0
1169,6
1170,7
1171,2
1172,4
1173,1
1174,1
1175,4
1176,7
1177,1
1178,6
1179,9
1180,3
1181,1
1182,0
1183,5
1184,6
1185,6
1186,3
1187,8
1188,9
1189,9
1190,2
1191,7
1192,2
1193,2
1194,9
1195,9
1196,8
1197,1
1198,3
1199,2
1200,7
1201,7
1202,1
1203,1
1204,7
1205,7
1206,3
1207,5
1208,3
1209,1
1210,7
1211,9
1212,1
1213,8
1214,5
1215,3
1216,9
1217,7
1218,2
1219,3
1220,1
1221,9
1222,1
1223,7
1224,3
1225,5
1226,9
1227,1
1228,6
1229,4
1230,7
1231,1
1232,9
1233,7
1234,9
1235,9
1236,2
1237,0
1238,0
1239,0
1240,3
1241,3
1242,3
1243,0
1244,9
1245,1
1246,9
1247,3
1248,8
1249,7
1250,3
1251,3
1252,9
1253,7
1254,2
1255,4
1256,6
1257,5
1258,2
1259,0
1260,9
1261,7
1262,9
1263,9
1264,9
1265,0
1266,6
1267,3
1268,5
1269,9
1270,2
1271,7
1272,1
1273,8
1274,8
1275,1
1276,6
1277,8
1278,3
1279,7
1280,6
1281,7
1282,6
1283,6
1284,8
1285,9
1286,1
1287,8
1288,6
1289,3
1290,2
1291,9
1292,8
1293,7
1294,3
1295,6
1296,9
1297,2
1298,8
1299,4
1300,7
1301,7
1302,5
1303,5
1304,1
1305,6
1306,5
1307,9
1308,7
1309,6
1310,7
1311,2
1312,3
1313,7
1314,2
1315,7
1316,6
1317,4
1318,9
1319,4
1320,3
1321,2
1322,3
1323,9
1324,0
1325,7
1326,9
1327,9
1328,9
1329,9
1330,8
1331,3
1332,1
1333,3
1334,1
1335,7
1336,3
1337,1
1338,6
1339,1
1340,2
1341,1
1342,6
1343,3
1344,4
1345,7
1346,3
1347,1
1348,3
1349,2
1350,8
1351,9
1352,9
1353,0
1354,2
1355,6
1356,6
1357,5
1358,3
1359,9
1360,4
1361,1
1362,7
1363,7
1364,7
1365,2
1366,6
1367,0
1368,5
1369,2
1370,3
1371,2
1372,7
1373,8
1374,3
1375,1
1376,7
1377,4
1378,8
1379,9
1380,2
1381,8
1382,9
1383,7
1384,8
1385,2
1386,7
1387,1
1388,6
1389,0
1390,5
1391,0
1392,6
1393,2
1394,5
1395,4
1396,1
1397,0
1398,9
1399,2
1400,1
1401,2
1402,0
1403,3
1404,7
1405,1
1406,9
1407,6
1408,6
1409,5
1410,2
1411,0
1412,7
1413,1
1414,9
1415,6
1416,2
1417,9
1418,3
1419,9
1420,3
1421,9
1422,1
1423,4
1424,3
1425,9
1426,9
1427,2
1428,3
1429,9
1430,7
1431,8
1432,8
1433,7
1434,1
1435,0
1436,5
1437,5
1438,9
1439,7
1440,0
1441,5
1442,3
1443,5
1444,3
1445,9
1446,4
1447,1
1448,1
1449,8
1450,6
1451,6
1452,9
1453,1
1454,7
1455,8
1456,2
1457,1
1458,9
1459,8
1460,3
1461,7
1462,4
1463,9
1464,5
1465,8
1466,7
1467,3
1468,3
1469,5
1470,9
1471,6
1472,2
1473,9
1474,5
1475,2
1476,6
1477,5
1478,7
1479,3
1480,5
1481,5
1482,3
1483,4
1484,5
1485,4
1486,1
1487,6
1488,3
1489,9
1490,0
1491,6
1492,2
1493,7
1494,6
1495,9
1496,7
1497,0
1498,2
1499,9
1500,8
1501,2
1502,7
1503,0
1504,7
1505,3
1506,5
1507,9
1508,2
1509,9
1510,7
1511,5
1512,6
1513,0
1514,7
1515,1
1516,5
1517,2
1518,3
1519,2
1520,9
1521,6
1522,9
1523,9
1524,8
1525,9
1526,7
1527,9
1528,8
1529,9
1530,3
1531,9
1532,1
1533,5
1534,4
1535,2
1536,9
1537,3
1538,7
1539,8
1540,7
1541,3
1542,7
1543,7
1544,8
1545,8
1546,0
1547,9
1548,3
1549,1
1550,5
1551,3
1552,7
1553,7
1554,3
1555,7
1556,5
1557,2
1558,1
1559,8
1560,3
1561,7
1562,9
1563,3
1564,7
1565,2
1566,3
1567,9
1568,9
1569,2
1570,7
1571,1
1572,1
1573,4
1574,9
1575,3
1576,7
1577,7
1578,3
1579,2
1580,5
1581,2
1582,8
1583,3
1584,1
1585,7
1586,7
1587,0
1588,1
1589,1
1590,1
1591,0
1592,5
1593,2
1594,1
1595,4
1596,7
1597,8
1598,3
1599,7
1600,5
1601,8
1602,9
1603,9
1604,0
1605,7
1606,7
1607,9
1608,6
1609,2
1610,4
1611,3
1612,8
1613,6
1614,9
1615,9
1616,9
1617,9
1618,9
1619,9
1620,9
1621,8
1622,9
1623,5
1624,8
1625,3
1626,1
1627,9
1628,1
1629,7
1630,6
1631,5
1632,2
1633,1
1634,1
1635,2
1636,3
1637,6
1638,9
1639,7
1640,3
1641,2
1642,2
1643,0
1644,5
1645,2
1646,9
1647,3
1648,7
1649,7
1650,7
1651,2
1652,9
1653,9
1654,2
1655,9
1656,0
1657,6
1658,6
1659,7
1660,9
1661,9
1662,2
1663,6
1664,0
1665,3
1666,9
1667,2
1668,7
1669,4
1670,8
1671,1
1672,0
1673,8
1674,9
1675,2
1676,5
1677,2
1678,2
1679,7
1680,7
1681,4
1682,9
1683,3
1684,7
1685,0
1686,7
1687,4
1688,0
1689,0
1690,3
1691,7
1692,2
1693,8
1694,1
1695,5
1696,3
1697,2
1698,4
1699,2
1700,3
1701,1
1702,2
1703,3
1704,0
1705,9
1706,7
1707,7
1708,3
1709,0
1710,9
1711,2
1712,6
1713,9
1714,7
1715,7
1716,5
1717,9
1718,0
1719,2
1720,3
1721,9
1722,0
1723,2
1724,2
1725,2
1726,1
1727,8
1728,6
1729,7
1730,2
1731,9
1732,3
1733,2
1734,7
1735,2
1736,0
1737,9
1738,9
1739,5
1740,7
1741,7
1742,7
1743,3
1744,5
1745,6
1746,9
1747,8
1748,2
1749,1
1750,7
1751,2
1752,0
1753,5
1754,7
1755,7
1756,2
1757,2
1758,0
1759,2
1760,2
1761,0
1762,3
1763,9
1764,1
1765,6
1766,8
1767,3
1768,1
1769,4
1770,9
1771,0
1772,3
1773,1
1774,0
1775,3
1776,8
1777,1
1778,9
1779,9
1780,9
1781,2
1782,1
1783,2
1784,3
1785,1
1786,3
1787,2
1788,2
1789,2
1790,0
1791,3
1792,0
1793,3
1794,9
1795,9
1796,2
1797,0
1798,5
1799,5
1800,1
1801,4
1802,9
1803,7
1804,4
1805,2
1806,3
1807,4
1808,2
1809,8
1810,2
1811,9
1812,2
1813,9
1814,7
1815,3
1816,2
1817,7
1818,9
1819,0
1820,9
1821,1
1822,1
1823,3
1824,2
1825,2
1826,6
1827,0
1828,9
1829,8
1830,9
1831,7
1832,0
1833,3
1834,8
1835,5
1836,0
1837,9
1838,5
1839,2
1840,7
1841,1
1842,4
1843,6
1844,6
1845,7
1846,2
1847,7
1848,9
1849,2
1850,3
1851,9
1852,6
1853,4
1854,3
1855,4
1856,8
1857,0
1858,3
1859,3
1860,3
1861,2
1862,3
1863,0
1864,2
1865,7
1866,4
1867,8
1868,7
1869,2
1870,6
1871,2
1872,6
1873,2
1874,7
1875,0
1876,1
1877,2
1878,4
1879,0
1880,9
1881,7
1882,3
1883,2
1884,6
1885,5
1886,2
1887,4
1888,3
1889,7
1890,0
1891,6
1892,2
1893,5
1894,0
1895,3
1896,5
1897,3
1898,0
1899,1
1900,9
1901,2
1902,6
1903,1
1904,6
1905,5
1906,2
1907,1
1908,3
1909,9
1910,5
1911,6
1912,0
1913,8
1914,3
1915,0
1916,1
1917,7
1918,3
1919,6
1920,5
1921,2
1922,6
1923,9
1924,9
1925,9
1926,8
1927,9
1928,2
1929,0
1930,6
1931,3
1932,5
1933,9
1934,6
1935,2
1936,6
1937,3
1938,4
1939,5
1940,9
1941,2
1942,0
1943,7
1944,1
1945,0
1946,7
1947,2
1948,0
1949,4
1950,3
1951,9
1952,2
1953,0
1954,7
1955,1
1956,0
1957,1
1958,2
1959,7
1960,2
1961,3
1962,3
1963,3
1964,1
1965,7
1966,9
1967,5
1968,9
1969,7
1970,9
1971,3
1972,2
1973,5
1974,5
1975,7
1976,0
1977,7
1978,6
1979,5
1980,5
1981,3
1982,3
1983,7
1984,4
1985,0
1986,5
1987,3
1988,0
1989,8
1990,3
1991,9
1992,3
1993,1
1994,9
1995,8
1996,1
1997,7
1998,2
1999,3
