id,class
514,0
515,2
516,3
517,0
518,2
519,7
520,0
521,3
522,2
523,9
524,7
525,7
526,2
527,0
528,0
529,1
530,8
531,1
532,9
533,1
534,2
535,4
536,5
537,3
538,7
539,2
540,3
541,5
542,8
543,6
544,7
545,2
546,3
547,4
548,4
549,5
550,0
551,5
552,1
553,2
554,3
555,6
556,1
557,8
558,4
559,0
560,1
561,4
562,6
563,7
564,4
565,5
566,1
567,6
568,3
569,0
570,3
571,3
572,3
573,5
574,3
575,9
576,5
577,8
578,3
579,7
580,7
581,7
582,0
583,0
584,5
585,4
586,5
587,7
588,9
589,0
590,2
591,2
592,4
593,3
594,3
595,9
596,2
597,9
598,8
599,1
600,2
601,0
602,8
603,7
604,1
605,5
606,7
607,9
608,6
609,5
610,7
611,8
612,8
613,0
614,9
615,7
616,3
617,1
618,2
619,2
620,1
621,4
622,9
623,1
624,2
625,0
626,6
627,0
628,7
629,0
630,1
631,2
632,9
633,6
634,2
635,3
636,9
637,6
638,5
639,8
640,5
641,7
642,6
643,5
644,9
645,3
646,2
647,1
648,0
649,3
650,4
651,0
652,1
653,0
654,9
655,3
656,9
657,2
658,2
659,0
660,7
661,3
662,0
663,6
664,2
665,6
666,2
667,7
668,8
669,9
670,5
671,5
672,6
673,9
674,0
675,7
676,9
677,7
678,3
679,9
680,3
681,7
682,7
683,3
684,2
685,1
686,4
687,3
688,8
689,4
690,0
691,2
692,9
693,5
694,4
695,1
696,4
697,5
698,0
699,3
700,9
701,3
702,1
703,4
704,3
705,6
706,6
707,8
708,2
709,0
710,8
711,3
712,3
713,3
714,9
715,1
716,7
717,4
718,1
719,7
720,3
721,0
722,4
723,8
724,5
725,7
726,9
727,9
728,4
729,0
730,7
731,3
732,3
733,4
734,7
735,8
736,4
737,2
738,3
739,9
740,3
741,6
742,3
743,2
744,7
745,6
746,4
747,4
748,6
749,2
750,9
751,7
752,4
753,3
754,1
755,8
756,2
757,2
758,3
759,5
760,0
761,1
762,2
763,1
764,5
765,0
766,3
767,8
768,5
769,3
770,9
771,6
772,8
773,5
774,9
775,8
776,4
777,1
778,2
779,2
780,7
781,7
782,5
783,5
784,4
785,3
786,0
787,6
788,4
789,6
790,9
791,1
792,8
793,4
794,4
795,5
796,7
797,5
798,9
799,1
800,8
801,0
802,6
803,0
804,2
805,8
806,7
807,3
808,5
809,0
810,7
811,1
812,9
813,2
814,8
815,4
816,5
817,1
818,4
819,8
820,8
821,5
822,3
823,3
824,1
825,1
826,1
827,1
828,0
829,4
830,2
831,3
832,8
833,8
834,7
835,9
836,3
837,2
838,7
839,0
840,6
841,5
842,7
843,4
844,8
845,9
846,9
847,2
848,9
849,5
850,1
851,6
852,6
853,2
854,7
855,0
856,9
857,1
858,3
859,5
860,2
861,6
862,1
863,0
864,9
865,2
866,5
867,6
868,0
869,9
870,2
871,5
872,8
873,7
874,4
875,5
876,2
877,0
878,7
879,3
880,5
881,3
882,9
883,8
884,3
885,4
886,3
887,1
888,7
889,9
890,6
891,9
892,8
893,9
894,1
895,1
896,4
897,1
898,4
899,9
900,8
901,3
902,2
903,9
904,2
905,8
906,4
907,5
908,2
909,5
910,3
911,9
912,7
913,6
914,5
915,8
916,4
917,1
918,7
919,7
920,5
921,7
922,1
923,5
924,0
925,6
926,1
927,7
928,2
929,0
930,6
931,2
932,1
933,4
934,6
935,3
936,6
937,2
938,3
939,4
940,8
941,4
942,0
943,6
944,4
945,6
946,2
947,7
948,9
949,7
950,3
951,1
952,8
953,5
954,9
955,4
956,5
957,1
958,5
959,3
960,6
961,7
962,6
963,9
964,4
965,9
966,6
967,9
968,1
969,4
970,5
971,6
972,5
973,9
974,4
975,2
976,2
977,1
978,8
979,5
980,4
981,2
982,8
983,6
984,1
985,1
986,8
987,7
988,3
989,2
990,2
991,1
992,5
993,9
994,1
995,0
996,4
997,7
998,3
999,8
1000,8
1001,4
1002,7
1003,6
1004,5
1005,1
1006,7
1007,2
1008,7
1009,6
1010,0
1011,0
1012,6
1013,0
1014,7
1015,0
1016,9
1017,8
1018,3
1019,7
1020,0
1021,7
1022,6
1023,4
1024,3
1025,2
1026,0
1027,2
1028,8
1029,5
1030,1
1031,4
1032,9
1033,0
1034,9
1035,3
1036,5
1037,7
1038,6
1039,1
1040,8
1041,6
1042,9
1043,7
1044,2
1045,8
1046,0
1047,4
1048,6
1049,1
1050,0
1051,2
1052,7
1053,6
1054,8
1055,1
1056,9
1057,9
1058,7
1059,7
1060,0
1061,9
1062,7
1063,1
1064,1
1065,7
1066,2
1067,6
1068,0
1069,9
1070,6
1071,5
1072,7
1073,6
1074,0
1075,7
1076,4
1077,4
1078,6
1079,6
1080,4
1081,8
1082,9
1083,9
1084,8
1085,0
1086,2
1087,8
1088,7
1089,7
1090,5
1091,7
1092,1
1093,8
1094,0
1095,3
1096,2
1097,0
1098,9
1099,4
1100,7
1101,8
1102,8
1103,6
1104,1
1105,2
1106,5
1107,1
1108,6
1109,4
1110,3
1111,3
1112,7
1113,7
1114,1
1115,4
1116,1
1117,7
1118,0
1119,7
1120,5
1121,4
1122,6
1123,2
1124,8
1125,1
1126,2
1127,8
1128,2
1129,4
1130,7
1131,0
1132,8
1133,4
1134,5
1135,7
1136,4
1137,8
1138,0
1139,6
1140,5
1141,0
1142,7
1143,6
1144,6
1145,5
1146,7
1147,6
1148,3
1149,8
1150,5
1151,0
1152,7
1153,5
1154,0
1155,9
1156,6
1157,1
1158,7
1159,2
1160,0
1161,7
1162,7
1163,8
1164,2
1165,9
1166,6
1167,0
1168,6
1169,7
1170,2
1171,8
1172,1
1173,1
1174,4
1175,1
1176,1
1177,6
1178,9
1179,5
1180,1
1181,0
1182,5
1183,6
1184,6
1185,8
1186,8
1187,9
1188,9
1189,2
1190,7
1191,4
1192,2
1193,4
1194,9
1195,8
1196,1
1197,8
1198,2
1199,7
1200,7
1201,1
1202,1
1203,7
1204,2
1205,3
1206,5
1207,8
1208,1
1209,7
1210,9
1211,1
1212,8
1213,5
1214,3
1215,9
1216,7
1217,8
1218,3
1219,1
1220,9
1221,1
1222,4
1223,5
1224,5
1225,9
1226,1
1227,6
1228,4
1229,7
1230,1
1231,9
1232,7
1233,9
1234,9
1235,2
1236,0
1237,0
1238,0
1239,3
1240,5
1241,3
1242,0
1243,9
1244,1
1245,9
1246,5
1247,8
1248,7
1249,3
1250,8
1251,9
1252,7
1253,2
1254,4
1255,6
1256,3
1257,2
1258,2
1259,8
1260,7
1261,4
1262,4
1263,9
1264,0
1265,6
1266,3
1267,5
1268,9
1269,2
1270,1
1271,1
1272,8
1273,8
1274,1
1275,6
1276,8
1277,2
1278,7
1279,6
1280,8
1281,6
1282,6
1283,5
1284,4
1285,1
1286,8
1287,6
1288,3
1289,4
1290,9
1291,8
1292,7
1293,3
1294,6
1295,9
1296,2
1297,8
1298,4
1299,7
1300,7
1301,5
1302,5
1303,1
1304,6
1305,5
1306,4
1307,7
1308,6
1309,7
1310,2
1311,0
1312,8
1313,2
1314,7
1315,0
1316,4
1317,8
1318,4
1319,3
1320,9
1321,2
1322,4
1323,0
1324,7
1325,9
1326,9
1327,9
1328,9
1329,8
1330,3
1331,1
1332,3
1333,1
1334,1
1335,3
1336,1
1337,6
1338,1
1339,8
1340,1
1341,6
1342,3
1343,4
1344,7
1345,3
1346,1
1347,5
1348,3
1349,8
1350,9
1351,9
1352,0
1353,2
1354,6
1355,1
1356,5
1357,2
1358,9
1359,6
1360,1
1361,4
1362,4
1363,3
1364,2
1365,6
1366,0
1367,0
1368,2
1369,3
1370,2
1371,7
1372,8
1373,3
1374,1
1375,8
1376,4
1377,8
1378,4
1379,2
1380,8
1381,9
1382,7
1383,8
1384,2
1385,7
1386,1
1387,6
1388,0
1389,5
1390,0
1391,6
1392,2
1393,5
1394,1
1395,1
1396,0
1397,5
1398,2
1399,1
1400,2
1401,0
1402,3
1403,7
1404,1
1405,9
1406,6
1407,6
1408,5
1409,2
1410,3
1411,1
1412,1
1413,4
1414,6
1415,2
1416,9
1417,3
1418,7
1419,3
1420,7
1421,5
1422,4
1423,3
1424,4
1425,7
1426,1
1427,3
1428,9
1429,7
1430,8
1431,8
1432,7
1433,1
1434,0
1435,7
1436,8
1437,4
1438,7
1439,0
1440,0
1441,1
1442,5
1443,3
1444,9
1445,1
1446,1
1447,1
1448,8
1449,6
1450,6
1451,9
1452,1
1453,7
1454,8
1455,5
1456,1
1457,9
1458,8
1459,3
1460,8
1461,4
1462,9
1463,5
1464,8
1465,7
1466,3
1467,5
1468,3
1469,9
1470,0
1471,2
1472,9
1473,5
1474,2
1475,6
1476,5
1477,7
1478,6
1479,5
1480,5
1481,8
1482,4
1483,5
1484,4
1485,1
1486,6
1487,3
1488,9
1489,0
1490,6
1491,2
1492,7
1493,6
1494,7
1495,7
1496,0
1497,5
1498,9
1499,8
1500,2
1501,7
1502,0
1503,5
1504,5
1505,5
1506,4
1507,3
1508,9
1509,4
1510,0
1511,6
1512,5
1513,5
1514,1
1515,5
1516,2
1517,3
1518,2
1519,9
1520,6
1521,9
1522,9
1523,8
1524,9
1525,7
1526,4
1527,8
1528,9
1529,3
1530,3
1531,1
1532,5
1533,2
1534,2
1535,4
1536,3
1537,7
1538,8
1539,9
1540,3
1541,7
1542,7
1543,8
1544,8
1545,0
1546,9
1547,3
1548,1
1549,5
1550,8
1551,7
1552,1
1553,3
1554,9
1555,5
1556,2
1557,1
1558,8
1559,3
1560,7
1561,5
1562,8
1563,7
1564,2
1565,3
1566,9
1567,4
1568,8
1569,7
1570,1
1571,1
1572,4
1573,9
1574,8
1575,3
1576,7
1577,3
1578,2
1579,5
1580,2
1581,8
1582,8
1583,1
1584,7
1585,7
1586,0
1587,1
1588,3
1589,1
1590,0
1591,5
1592,2
1593,1
1594,4
1595,1
1596,8
1597,3
1598,7
1599,3
1600,8
1601,9
1602,5
1603,0
1604,8
1605,7
1606,9
1607,6
1608,3
1609,4
1610,5
1611,8
1612,6
1613,9
1614,7
1615,8
1616,9
1617,2
1618,9
1619,4
1620,8
1621,9
1622,5
1623,8
1624,3
1625,1
1626,9
1627,1
1628,7
1629,6
1630,5
1631,8
1632,1
1633,1
1634,2
1635,5
1636,6
1637,4
1638,7
1639,5
1640,2
1641,2
1642,5
1643,5
1644,2
1645,4
1646,3
1647,7
1648,7
1649,7
1650,2
1651,4
1652,7
1653,2
1654,4
1655,0
1656,6
1657,4
1658,7
1659,4
1660,9
1661,2
1662,6
1663,0
1664,3
1665,9
1666,2
1667,2
1668,4
1669,8
1670,1
1671,0
1672,8
1673,9
1674,2
1675,5
1676,2
1677,8
1678,7
1679,7
1680,6
1681,9
1682,3
1683,2
1684,0
1685,7
1686,4
1687,0
1688,0
1689,8
1690,7
1691,2
1692,8
1693,1
1694,5
1695,3
1696,2
1697,4
1698,2
1699,6
1700,3
1701,6
1702,8
1703,0
1704,9
1705,9
1706,7
1707,8
1708,0
1709,4
1710,2
1711,6
1712,9
1713,8
1714,7
1715,6
1716,4
1717,0
1718,2
1719,3
1720,9
1721,0
1722,2
1723,0
1724,2
1725,1
1726,8
1727,6
1728,7
1729,0
1730,9
1731,3
1732,2
1733,7
1734,2
1735,0
1736,9
1737,9
1738,5
1739,3
1740,7
1741,4
1742,6
1743,5
1744,6
1745,9
1746,8
1747,2
1748,1
1749,7
1750,6
1751,0
1752,5
1753,7
1754,7
1755,2
1756,3
1757,0
1758,2
1759,2
1760,0
1761,3
1762,9
1763,1
1764,6
1765,8
1766,3
1767,1
1768,4
1769,9
1770,0
1771,3
1772,1
1773,0
1774,3
1775,8
1776,1
1777,5
1778,4
1779,9
1780,2
1781,1
1782,2
1783,3
1784,1
1785,0
1786,2
1787,6
1788,2
1789,3
1790,7
1791,0
1792,3
1793,7
1794,7
1795,5
1796,0
1797,5
1798,5
1799,1
1800,4
1801,4
1802,7
1803,4
1804,2
1805,8
1806,5
1807,2
1808,8
1809,9
1810,9
1811,0
1812,4
1813,7
1814,3
1815,2
1816,7
1817,4
1818,0
1819,9
1820,3
1821,7
1822,4
1823,2
1824,0
1825,6
1826,0
1827,4
1828,3
1829,3
1830,5
1831,0
1832,8
1833,8
1834,3
1835,0
1836,9
1837,5
1838,2
1839,4
1840,7
1841,4
1842,6
1843,6
1844,7
1845,2
1846,5
1847,9
1848,2
1849,3
1850,9
1851,6
1852,4
1853,3
1854,6
1855,8
1856,0
1857,3
1858,5
1859,8
1860,2
1861,3
1862,0
1863,2
1864,7
1865,5
1866,8
1867,7
1868,2
1869,0
1870,6
1871,6
1872,4
1873,7
1874,0
1875,1
1876,6
1877,9
1878,0
1879,9
1880,7
1881,8
1882,2
1883,6
1884,5
1885,2
1886,4
1887,3
1888,7
1889,0
1890,6
1891,2
1892,5
1893,0
1894,8
1895,8
1896,3
1897,0
1898,5
1899,9
1900,2
1901,6
1902,1
1903,6
1904,5
1905,2
1906,1
1907,3
1908,5
1909,8
1910,6
1911,0
1912,8
1913,8
1914,0
1915,1
1916,7
1917,8
1918,6
1919,6
1920,2
1921,6
1922,9
1923,9
1924,4
1925,8
1926,9
1927,2
1928,0
1929,6
1930,3
1931,8
1932,9
1933,6
1934,2
1935,6
1936,3
1937,4
1938,3
1939,9
1940,2
1941,8
1942,7
1943,1
1944,0
1945,7
1946,2
1947,0
1948,5
1949,6
1950,4
1951,8
1952,0
1953,7
1954,1
1955,0
1956,1
1957,2
1958,2
1959,2
1960,3
1961,1
1962,5
1963,1
1964,7
1965,9
1966,2
1967,9
1968,7
1969,9
1970,0
1971,8
1972,5
1973,5
1974,7
1975,0
1976,7
1977,6
1978,5
1979,8
1980,3
1981,5
1982,7
1983,2
1984,0
1985,5
1986,3
1987,0
1988,8
1989,3
1990,9
1991,3
1992,1
1993,4
1994,8
1995,1
1996,7
1997,2
1998,5
